"id";"1_Total";"1_Partner";"1_Children";"1_All";"2_Total";"2_Partner";"2_Children";"2_All";"3_Total";"3_Partner";"3_Children";"3_All";"10_Total";"10_Partner";"10_Children";"10_All";"20_Total";"20_Partner";"20_Children";"20_All";"30_Total";"30_Partner";"30_Children";"30_All";"35_Total";"35_Partner";"35_Children";"35_All";"40_Total";"40_Partner";"40_Children";"40_All";"50_Total";"50_Partner";"50_Children";"50_All";"60_Total";"60_Partner";"60_Children";"60_All";"70_Total";"70_Partner";"70_Children";"70_All";"80_Total";"80_Partner";"80_Children";"80_All";"90_Total";"90_Partner";"90_Children";"90_All";"95_Total";"95_Partner";"95_Children";"95_All";"3800_total";"3800_Partner";"3800_Children";"3800_All"
801004;390;390;0;0;50;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;35;30;0;0;45;0;0;0;20;0;0;0;200;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0
801037;450;450;0;0;120;75;0;45;60;10;0;0;0;0;0;0;0;0;0;0;240;30;0;180;0;0;0;0;0;0;0;0;125;125;0;0;0;0;0;0;95;30;0;15;280;190;0;70;70;40;0;10;0;0;0;0;65;0;0;65
801068;475;470;0;5;50;0;0;50;55;0;0;25;0;0;0;0;0;0;0;0;100;0;0;100;0;0;0;0;0;0;0;0;370;0;0;370;50;0;0;20;0;0;0;0;110;0;0;110;230;0;0;230;0;0;0;0;25;0;0;25
801132;500;500;0;0;110;110;0;0;30;0;0;0;0;0;0;0;0;0;0;0;290;210;0;0;0;0;0;0;130;130;0;0;110;110;0;0;0;0;0;0;110;0;0;0;160;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0
801257;300;300;0;0;50;50;0;0;65;35;0;0;0;0;0;0;0;0;0;0;370;310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;115;115;0;0;110;110;0;0;10;10;0;0;0;0;0;0
801266;570;570;0;0;505;505;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;45;0;0;0;0;0;0;60;0;0;0;0;0;0;0;110;90;0;0;0;0;0;0;0;0;0;0
801287;610;0;0;0;185;180;0;0;40;10;0;0;20;0;0;0;0;0;0;0;180;10;0;0;0;0;0;0;0;0;0;0;240;225;0;0;0;0;0;0;10;0;0;0;85;80;0;0;60;60;0;0;10;5;0;0;0;0;0;0
801300;400;0;0;0;80;20;0;60;80;20;0;0;0;0;0;0;0;0;0;0;190;150;0;40;0;0;0;0;0;0;0;0;450;430;0;20;80;80;0;0;30;0;0;0;0;0;0;0;130;70;0;60;0;0;0;0;40;0;0;40
801370;570;570;0;0;130;130;0;0;30;30;0;0;0;0;0;0;0;0;0;0;240;240;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;120;120;0;0;230;230;0;0;30;30;0;0;0;0;0;0;0;0;0;0
801373;470;470;0;0;115;10;0;105;30;0;0;0;0;0;0;0;0;0;0;0;570;10;0;310;0;0;0;0;0;0;0;0;15;10;0;5;0;0;0;0;130;0;0;50;70;10;0;0;40;0;0;40;0;0;0;0;110;0;0;110
801388;600;0;0;0;70;70;0;0;40;0;0;0;0;0;0;0;50;0;0;0;340;70;0;0;0;0;0;0;0;0;0;0;40;40;0;0;0;0;0;0;20;20;0;0;250;110;0;0;20;10;0;0;10;0;0;0;0;0;0;0
801452;540;0;0;0;60;30;0;0;0;0;0;0;560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;60;0;0;10;0;0;0;120;30;0;0;90;30;0;0;0;0;0;0;0;0;0;0
801486;690;690;0;0;130;130;0;0;20;0;0;0;0;0;0;0;240;0;0;0;90;70;0;0;0;0;0;0;0;0;0;0;170;140;0;0;0;0;0;0;30;0;0;0;40;0;0;0;30;30;0;0;0;0;0;0;0;0;0;0
801556;490;490;0;0;230;230;0;0;110;10;0;0;0;0;0;0;0;0;0;0;250;110;0;0;0;0;0;0;20;20;0;0;80;40;0;0;0;0;0;0;70;50;0;0;110;110;0;0;50;30;0;0;30;20;0;0;0;0;0;0
801577;680;680;0;0;100;100;0;0;90;0;0;0;0;0;0;0;0;0;0;0;70;70;0;0;0;0;0;0;0;0;0;0;300;300;0;0;100;100;0;0;0;0;0;0;90;70;0;0;0;0;0;0;10;0;0;0;0;0;0;0
801589;530;530;0;0;190;0;0;190;90;0;0;50;0;0;0;0;0;0;0;0;440;0;0;320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;190;190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;80
801599;575;575;0;0;65;65;0;0;25;15;0;0;0;0;0;0;0;0;0;0;30;10;0;0;0;0;0;0;0;0;0;0;105;85;0;0;0;0;0;0;10;0;0;0;290;270;0;0;325;315;0;0;15;5;0;0;0;0;0;0
801855;490;490;0;0;100;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;300;0;0;0;0;0;0;265;210;0;0;85;80;0;0;200;200;0;0;0;0;0;0;0;0;0;0
801931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
801947;690;690;0;0;70;20;0;40;50;0;0;0;0;0;0;0;0;0;0;0;30;0;0;30;0;0;0;0;210;0;0;210;210;0;0;0;0;0;0;0;20;0;0;0;140;0;0;0;20;0;0;20;0;0;0;0;30;0;0;30
802011;540;540;0;0;130;90;0;40;110;80;0;30;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;80;0;0;430;0;0;0;90;0;0;90;0;0;0;0;0;0;0;0;0;0;0;0
802032;520;520;0;0;160;160;0;0;60;20;0;0;0;0;0;0;0;0;0;0;165;165;0;0;0;0;0;0;0;0;0;0;145;145;0;0;150;150;0;0;0;0;0;0;0;0;0;0;150;150;0;0;0;0;0;0;0;0;0;0
802142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
802221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
802355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
802377;440;440;0;0;100;90;0;0;50;0;0;0;0;0;0;0;30;10;0;0;30;0;0;0;0;0;0;0;0;0;0;0;30;30;0;0;60;60;0;0;160;70;0;0;480;210;0;0;60;0;0;0;0;0;0;0;0;0;0;0
802395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
802398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
802551;480;480;0;0;100;0;0;100;40;0;0;30;0;0;0;0;0;0;0;0;350;0;0;350;0;0;0;0;0;0;0;0;30;0;0;0;50;0;0;50;90;0;0;90;260;0;0;130;40;0;0;40;0;0;0;0;70;0;0;70
802593;700;700;0;0;40;40;0;0;75;20;0;0;0;0;0;0;280;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;90;40;0;0;20;0;0;0;25;0;0;0;100;35;0;0;0;0;0;0;40;5;0;0;0;0;0;0
802612;400;0;0;0;130;90;0;0;40;0;0;0;300;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;270;270;0;0;0;0;0;0;70;50;0;0;40;30;0;0;160;60;0;0;0;0;0;0;0;0;0;0
802871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
802883;500;500;0;0;110;110;0;0;75;5;0;0;0;0;0;0;0;0;0;0;190;35;0;0;0;0;0;0;0;0;0;0;220;205;0;0;65;0;0;0;45;45;0;0;190;170;0;0;20;0;0;0;25;20;0;0;0;0;0;0
802908;590;590;0;0;320;310;0;10;40;10;0;0;0;0;0;0;0;0;0;0;30;20;0;0;0;0;0;0;140;50;0;90;0;0;0;0;0;0;0;0;20;20;0;0;240;240;0;0;0;0;0;0;10;10;0;0;0;0;0;0
802920;570;570;0;0;30;30;0;0;20;20;0;0;0;0;0;0;0;0;0;0;90;90;0;0;0;0;0;0;0;0;0;0;350;350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;380;360;0;0;0;0;0;0;0;0;0;0
802947;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
802987;610;610;0;0;60;0;0;60;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130;0;0;130;520;0;0;210;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;40;0;0;0;0;0;0;0;0
803045;630;0;0;0;25;0;0;25;20;0;0;0;0;0;0;0;0;0;0;0;285;30;0;255;0;0;0;0;0;0;0;0;110;0;0;110;85;0;0;45;105;15;0;0;140;15;0;35;40;0;0;40;0;0;0;0;20;0;0;20
803063;510;510;0;0;150;150;0;0;30;30;0;0;0;0;0;0;0;0;0;0;30;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;460;0;0;0;260;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0
803125;620;620;0;0;130;20;0;0;130;0;0;0;0;0;0;0;10;0;0;0;50;10;0;0;0;0;0;0;0;0;0;0;70;10;0;0;0;0;0;0;230;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
803237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
803280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
803308;540;540;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;0;0;0;370;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0
803320;650;0;0;0;150;150;0;0;60;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;180;0;0;0;0;0;0;0;0;0;0;170;120;0;0;230;230;0;0;0;0;0;0;0;0;0;0
803366;500;500;0;0;50;50;0;0;100;0;0;0;0;0;0;0;0;0;0;0;260;90;0;0;0;0;0;0;0;0;0;0;140;140;0;0;20;20;0;0;70;50;0;0;290;290;0;0;0;0;0;0;10;10;0;0;0;0;0;0
803408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
803445;380;380;0;0;50;30;0;0;50;20;0;0;0;0;0;0;0;0;0;0;20;10;0;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;450;450;0;0;30;0;0;0;30;10;0;0;0;0;0;0;0;0;0;0
803454;760;760;0;0;100;90;0;0;10;0;0;0;0;0;0;0;80;0;0;0;120;100;0;0;0;0;0;0;0;0;0;0;190;170;0;0;0;0;0;0;20;0;0;0;60;60;0;0;40;0;0;0;60;0;0;0;0;0;0;0
803515;620;620;0;0;75;75;0;0;50;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;120;120;0;0;45;15;0;0;30;0;0;0;150;0;0;0;260;110;0;0;20;20;0;0;10;0;0;0;0;0;0;0
803576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
803674;460;460;0;0;170;130;0;0;50;0;0;0;0;0;0;0;0;0;0;0;160;110;0;0;0;0;0;0;0;0;0;0;210;170;0;0;0;0;0;0;50;0;0;0;290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
803717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
803723;510;510;0;0;40;30;0;0;30;0;0;0;120;120;0;0;0;0;0;0;260;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;270;5;0;0;210;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
803744;710;0;0;0;80;80;0;0;40;0;0;0;0;0;0;0;190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;80;0;0;0;0;0;0;0;0;0;0;320;120;0;0;20;20;0;0;0;0;0;0;0;0;0;0
803787;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
803799;600;600;0;0;20;20;0;0;10;10;0;0;290;290;0;0;0;0;0;0;40;40;0;0;0;0;0;0;100;100;0;0;50;50;0;0;0;0;0;0;0;0;0;0;130;100;0;0;80;40;0;0;0;0;0;0;0;0;0;0
803805;510;510;0;0;140;110;0;0;40;30;0;0;0;0;0;0;0;0;0;0;50;30;0;0;0;0;0;0;50;50;0;0;60;30;0;0;50;30;0;0;160;0;0;0;350;300;0;0;30;0;0;0;0;0;0;0;0;0;0;0
803811;240;240;0;0;140;120;0;0;75;10;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;180;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0
803860;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
803924;620;620;0;0;70;65;0;0;35;0;0;0;0;0;0;0;0;0;0;0;85;50;0;0;0;0;0;0;0;0;0;0;320;320;0;0;0;0;0;0;180;0;0;0;100;100;0;0;5;5;0;0;25;0;0;0;0;0;0;0
803952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
803976;520;0;0;0;140;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;35;0;0;0;0;0;0;0;0;0;0;10;0;0;0;385;305;0;0;100;60;0;0;80;60;0;0;140;140;0;0;30;30;0;0;0;0;0;0
804187;320;0;0;0;130;120;0;0;125;55;0;0;420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;195;175;0;0;50;50;0;0;0;0;0;0;25;0;0;0;155;115;0;0;20;15;0;0;0;0;0;0
804220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
804226;470;470;0;0;135;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;345;5;0;0;0;0;0;0;0;0;0;0;35;15;0;0;0;0;0;0;70;0;0;0;285;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0
804354;300;300;0;0;10;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;20;0;0;0;15;0;0;0;60;0;0;0;960;0;0;0;30;0;0;0;0;0;0;0
804394;560;560;0;0;105;105;0;0;40;10;0;0;0;0;0;0;0;0;0;0;40;40;0;0;0;0;0;0;210;110;0;70;195;195;0;0;0;0;0;0;95;95;0;0;35;35;0;0;90;90;0;0;0;0;0;0;0;0;0;0
804522;300;300;0;0;20;0;0;0;20;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
804556;520;520;0;0;105;20;0;85;40;20;0;20;0;0;0;0;0;0;0;0;140;5;0;105;0;0;0;0;105;0;0;105;235;65;0;150;40;0;0;40;105;35;0;60;90;25;0;65;50;0;0;50;0;0;0;0;60;0;0;60
804672;580;580;0;0;280;280;0;0;0;0;0;0;180;180;0;0;0;0;0;0;30;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;20;0;0;50;0;0;0;20;0;0;0;0;0;0;0
804690;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
804721;530;530;0;0;195;185;0;0;60;20;0;0;0;0;0;0;0;0;0;0;175;175;0;0;0;0;0;0;0;0;0;0;185;160;0;0;50;50;0;0;0;0;0;0;245;230;0;0;0;0;0;0;0;0;0;0;0;0;0;0
804760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
804806;270;270;0;0;155;125;0;0;40;0;0;0;0;0;0;0;0;0;0;0;200;90;0;0;0;0;0;0;10;10;0;0;45;45;0;0;0;0;0;0;145;45;0;0;145;145;0;0;0;0;0;0;30;10;0;0;0;0;0;0
804861;460;460;0;0;40;30;0;0;70;0;0;0;230;230;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;20;0;0;0;140;0;0;0;170;0;0;0;10;0;0;0;0;0;0;0
805096;420;420;0;0;45;45;0;0;140;70;0;0;95;95;0;0;75;65;0;0;110;25;0;0;0;0;0;0;0;0;0;0;50;50;0;0;0;0;0;0;100;0;0;0;340;130;0;0;50;0;0;0;15;10;0;0;0;0;0;0
805181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
